Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F7: 126, Sample","Abundances (Normalized): F7: 127N, Sample","Abundances (Normalized): F7: 127C, Sample","Abundances (Normalized): F7: 128N, Sample","Abundances (Normalized): F7: 128C, Sample","Abundances (Normalized): F7: 129N, Sample","Abundances (Normalized): F7: 129C, Sample","Abundances (Normalized): F7: 130N, Sample","Abundances (Normalized): F7: 130C, Sample","Abundances (Normalized): F7: 131N, Sample","Abundances (Normalized): F7: 131C, Sample","Abundance: F7: 126, Sample","Abundance: F7: 127N, Sample","Abundance: F7: 127C, Sample","Abundance: F7: 128N, Sample","Abundance: F7: 128C, Sample","Abundance: F7: 129N, Sample","Abundance: F7: 129C, Sample","Abundance: F7: 130N, Sample","Abundance: F7: 130C, Sample","Abundance: F7: 131N, Sample","Abundance: F7: 131C, Sample","Found in Sample: [S67] F7: 126, Sample","Found in Sample: [S69] F7: 127C, Sample","Found in Sample: [S68] F7: 127N, Sample","Found in Sample: [S71] F7: 128C, Sample","Found in Sample: [S70] F7: 128N, Sample","Found in Sample: [S73] F7: 129C, Sample","Found in Sample: [S72] F7: 129N, Sample","Found in Sample: [S75] F7: 130C, Sample","Found in Sample: [S74] F7: 130N, Sample","Found in Sample: [S77] F7: 131C, Sample","Found in Sample: [S76] F7: 131N, Sample",# Protein Groups
FALSE,High,Master Protein,Q9NUS5,AP-5 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP5S1 PE=1 SV=1,0,FALSE,5.317,13,3,3,3,200,22.5,6.87,1.79,3,0,0,271.2,187.5,183.4,184.2,189,203.9,232.1,176.3,220.3,193.5,174.8,116,152.4,153.2,171.7,143.4,169.2,176.4,127.2,173,193.5,149.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13574,Diacylglycerol kinase zeta OS=Homo sapiens OX=9606 GN=DGKZ PE=1 SV=4,0,FALSE,5.316,2,2,2,2,928,103.9,8.05,4.98,2,0,0,54.6,44.4,40.3,48.8,32.7,40.3,34,26.4,49.9,220.7,231.5,23.4,36.1,33.7,45.5,24.8,33.4,25.8,19.1,39.1,220.7,197.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q7Z7C8,Transcription initiation factor TFIID subunit 8 OS=Homo sapiens OX=9606 GN=TAF8 PE=1 SV=1,0,FALSE,5.313,3,1,2,1,310,34.2,6.46,5.23,1,0,0,211.6,141.1,275.8,165.4,108.5,153.1,115.3,123.3,145.4,63.9,72.9,90.5,114.7,230.4,154.1,82.3,127.1,87.6,88.9,114.2,63.9,62.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43169,Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3,0,FALSE,5.296,8,1,1,1,150,16.7,4.97,2.66,1,0,0,67.1,52.9,54.3,58.8,62.3,53.4,51.9,64.8,70.8,51.7,57.6,28.7,43,45.4,54.8,47.2,44.4,39.4,46.7,55.6,51.7,49.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6ZVK8,8-oxo-dGDP phosphatase NUDT18 OS=Homo sapiens OX=9606 GN=NUDT18 PE=1 SV=3,0,FALSE,5.293,8,2,2,2,323,35.5,6.23,3.92,2,0,0,947.1,601.2,656.6,678.4,619.7,616.1,579.6,554,630.4,397.2,420.3,405.2,488.7,548.6,632.3,470.2,511.3,440.3,399.6,495,397.2,358.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6P1L5,Protein FAM117B OS=Homo sapiens OX=9606 GN=FAM117B PE=1 SV=2,0,FALSE,5.29,2,1,1,1,589,61.9,9.82,4.7,1,0,0,14.7,18.1,11.6,8,12.6,16.8,10.1,16,5.8,15,12.6,6.3,14.7,9.7,7.4,9.6,14,7.7,11.6,4.6,15,10.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NUL5,Shiftless antiviral inhibitor of ribosomal frameshifting protein OS=Homo sapiens OX=9606 GN=SHFL PE=1 SV=2,0,FALSE,5.273,6,2,2,2,291,33.1,7.25,2.98,2,0,0,60,55.9,69.5,56.3,55.1,60,66.2,62.8,49.5,52.7,37.9,25.7,45.4,58.1,52.5,41.8,49.8,50.3,45.3,38.9,52.7,32.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NZ72,Stathmin-3 OS=Homo sapiens OX=9606 GN=STMN3 PE=1 SV=3,0,FALSE,5.27,9,3,3,2,180,21,7.49,2.83,3,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9P219,Protein Daple OS=Homo sapiens OX=9606 GN=CCDC88C PE=1 SV=3,0,FALSE,5.268,1,1,1,1,2028,228.1,6.23,3.18,1,0,0,45.4,45.2,40.3,36.5,31.3,51.2,51.7,41.9,46.9,43.9,50.5,19.4,36.8,33.6,34,23.8,42.5,39.3,30.2,36.8,43.9,43,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q69YH5,Cell division cycle-associated protein 2 OS=Homo sapiens OX=9606 GN=CDCA2 PE=1 SV=2,0,FALSE,5.257,2,2,3,2,1023,112.6,8.4,5.35,2,0,0,239.7,257.6,210.9,232.9,307,266.3,231.9,300.1,359.9,330.4,326.7,102.5,209.4,176.2,217,232.9,221,176.2,216.5,282.7,330.4,278.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P78560,Death domain-containing protein CRADD OS=Homo sapiens OX=9606 GN=CRADD PE=1 SV=1,0,FALSE,5.251,12,2,2,2,199,22.7,6.8,4.23,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92796,Disks large homolog 3 OS=Homo sapiens OX=9606 GN=DLG3 PE=1 SV=2,0,FALSE,5.226,1,1,1,1,817,90.3,7.03,2.97,1,0,0,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
FALSE,High,Master Protein,Q6NZI2,Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,0,FALSE,5.225,3,1,2,1,390,43.5,5.6,6.1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6ULP2,Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3,0.001,FALSE,5.195,3,3,3,3,936,102.1,4.54,5.04,3,0,0,155.8,134.6,130.1,123.3,124.7,132.3,137.2,139.2,128.7,118.7,130.5,66.6,109.4,108.7,114.9,94.6,109.8,104.2,100.4,101.1,118.7,111.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O14965,Aurora kinase A OS=Homo sapiens OX=9606 GN=AURKA PE=1 SV=2,0.001,FALSE,5.184,4,2,3,2,403,45.8,9.39,7.96,2,0,0,388.4,335.5,493.5,352.7,327.9,548.8,520.8,336.9,392.6,364.4,389,166.2,272.7,412.3,328.7,248.8,455.4,395.7,243.1,308.3,364.4,331.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q969Y2,"tRNA modification GTPase GTPBP3, mitochondrial OS=Homo sapiens OX=9606 GN=GTPBP3 PE=1 SV=2",0.001,FALSE,5.173,5,2,2,2,492,52,6.48,4.35,2,0,0,199.3,221.8,216.6,252.1,224.6,196.3,211.5,228.9,208.5,179.6,182.6,85.3,180.3,181,234.9,170.4,162.9,160.7,165.1,163.8,179.6,155.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P35790,Choline kinase alpha OS=Homo sapiens OX=9606 GN=CHKA PE=1 SV=3,0.001,FALSE,5.167,4,2,3,2,457,52.2,6.55,8.74,2,0,0,202.4,200.2,191.1,200.8,199.4,211.3,219.3,209.5,197.8,155.9,144.8,86.6,162.7,159.7,187.1,151.3,175.4,166.6,151.1,155.3,155.9,123.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8NI60,"Atypical kinase COQ8A, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8A PE=1 SV=1",0.001,FALSE,5.147,3,2,3,2,647,71.9,6.99,9.47,2,0,0,73.6,106.8,93.1,90.2,116.7,82,107,84.8,57.5,166.4,148.3,31.5,86.8,77.8,84,88.6,68.1,81.3,61.2,45.1,166.4,126.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9P260,RAB11-binding protein RELCH OS=Homo sapiens OX=9606 GN=RELCH PE=1 SV=2,0.001,FALSE,5.142,2,2,2,2,1216,134.5,5.45,5.15,2,0,0,140.2,134.7,147.2,143.5,160.5,118,108.6,99.7,121,280.1,261.4,60,109.5,123,133.7,121.7,97.9,82.5,71.9,95,280.1,223,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8WVT3,Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3,0.001,FALSE,5.12,2,2,2,2,735,79.3,4.91,5.26,2,0,0,202.6,183.2,165,203.7,199.3,175.7,176.6,162.2,176.7,308.3,294.8,86.7,148.9,137.8,189.8,151.2,145.8,134.2,117,138.7,308.3,251.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2",0.001,FALSE,5.117,2,1,1,1,727,83.5,6.95,2.89,1,0,0,75.1,111.6,108.3,99.8,106.6,104,122.4,94.3,118.1,254.1,260.6,32.1,90.7,90.5,93,80.9,86.3,93,68,92.8,254.1,222.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H3Y8,Pancreatic progenitor cell differentiation and proliferation factor OS=Homo sapiens OX=9606 GN=PPDPF PE=1 SV=1,0.001,FALSE,5.099,14,1,1,1,114,11.8,7.42,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y6D9,Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2,0.001,FALSE,5.097,2,2,3,2,718,83,5.92,7.32,2,0,0,274.6,75.8,97.8,95.8,115.8,84.1,79.6,91.9,61,79.6,99.3,117.5,61.6,81.7,89.2,87.9,69.8,60.5,66.3,47.9,79.6,84.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q10570,Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,0.001,FALSE,5.096,1,1,1,1,1443,160.8,6.4,4.23,1,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q5VT25,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,0.001,FALSE,5.089,1,2,2,2,1732,197.2,6.58,1.63,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q7L1V2,Vacuolar fusion protein MON1 homolog B OS=Homo sapiens OX=9606 GN=MON1B PE=1 SV=1,0.001,FALSE,5.089,3,2,2,2,547,59.2,6.29,5.15,2,0,0,247.1,294.2,229.1,245.6,243.3,239.5,288.1,251.7,288.9,294.7,290.9,105.7,239.1,191.5,228.9,184.6,198.8,218.9,181.6,226.9,294.7,248.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q0VDD7,Break repair meiotic recombinase recruitment factor 1 OS=Homo sapiens OX=9606 GN=BRME1 PE=1 SV=2,0.001,FALSE,5.072,3,2,2,2,668,69.5,4.83,4.5,2,0,0,120.2,117,115.9,95.9,109.2,118,93.1,105.6,109,78.3,83.9,51.4,95.1,96.8,89.4,82.8,97.9,70.7,76.2,85.6,78.3,71.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13227,G protein pathway suppressor 2 OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=3,0.001,FALSE,5.069,7,3,4,3,327,36.7,9.52,10.45,3,0,0,1096.3,1271.5,1292.6,1162.1,1224.2,1335.7,1219.7,1408.3,1347,1139.3,1263.9,469,1033.5,1080,1083,928.9,1108.6,926.7,1015.9,1057.9,1139.3,1078.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H1A4,Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1,0.001,FALSE,5.067,1,2,2,2,1944,216.4,6.3,4.92,2,0,0,300.9,287.8,297.5,298.3,286.2,263.5,305.2,223.9,287.7,706.2,744.7,128.7,233.9,248.6,278,217.1,218.7,231.9,161.5,226,706.2,635.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92572,AP-3 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP3S1 PE=1 SV=1,0.001,FALSE,5.065,5,1,1,1,193,21.7,5.39,3.79,1,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H0R6,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens OX=9606 GN=QRSL1 PE=1 SV=2",0.001,FALSE,5.064,5,3,3,3,528,57.4,5.68,4.32,3,0,0,657.8,568.6,524.6,537.9,495.5,552.3,562.4,552.2,566.8,728.6,681.6,281.4,462.2,438.3,501.3,376,458.4,427.3,398.3,445.1,728.6,581.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96ST3,Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2,0.001,FALSE,5.063,1,1,1,1,1273,145.1,7.25,3.88,1,0,0,366.1,310,279.4,299.1,264.7,294.6,307.5,336.7,313.4,280.7,264.3,156.6,252,233.5,278.7,200.8,244.5,233.6,242.9,246.1,280.7,225.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens OX=9606 GN=GPD1L PE=1 SV=1,0.001,FALSE,5.049,5,2,2,2,351,38.4,7.02,2.3,2,0,0,195.8,54.6,58.4,49,53.7,39,59.6,56.9,45.6,42.6,46.5,83.8,44.4,48.8,45.7,40.7,32.4,45.3,41,35.8,42.6,39.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92925,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=3,0.001,FALSE,5.033,5,3,4,3,531,58.9,9.64,2.22,3,0,0,205.3,113.5,99.5,111.9,117.8,111.1,104.8,73.5,119.5,423.8,425,87.8,92.2,83.2,104.3,89.4,92.2,79.6,53,93.9,423.8,362.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6UUV9,CREB-regulated transcription coactivator 1 OS=Homo sapiens OX=9606 GN=CRTC1 PE=1 SV=2,0.001,FALSE,5.033,2,2,2,2,634,67.3,6.05,5.62,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q00722,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 OS=Homo sapiens OX=9606 GN=PLCB2 PE=1 SV=2",0.001,FALSE,5.023,1,2,2,2,1185,133.9,6.29,1.66,2,0,0,80,45.3,38.1,45.3,41.5,41.7,40.1,45.1,55.4,69.4,72.4,34.2,36.8,31.9,42.2,31.5,34.6,30.5,32.5,43.5,69.4,61.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q07864,DNA polymerase epsilon catalytic subunit A OS=Homo sapiens OX=9606 GN=POLE PE=1 SV=5,0.001,FALSE,5.014,1,3,3,3,2286,261.4,6.39,4.51,3,0,0,300.1,388.9,426.4,383,416.1,402.3,444.4,406.9,365.2,357.7,395.7,128.4,316.1,356.3,357,315.7,333.9,337.6,293.5,286.8,357.7,337.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UNI6,Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1,0.001,FALSE,5.011,6,2,2,2,340,37.7,6.84,3.16,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6VEQ5,WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2,0.001,FALSE,4.995,3,2,2,1,465,50.3,5.71,4.69,2,0,1,209.3,192.4,158.6,159.9,148.9,185.1,169.4,180.4,195.8,150.4,169.1,89.5,156.4,132.5,149.1,113,153.6,128.7,130.2,153.8,150.4,144.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O95273,Cyclin-D1-binding protein 1 OS=Homo sapiens OX=9606 GN=CCNDBP1 PE=1 SV=2,0.001,FALSE,4.973,4,2,2,2,360,40.2,4.82,5.89,2,0,0,780.3,712.9,727.6,709.6,692.8,658.7,736.5,702.2,659.7,765.2,736.8,333.8,579.5,608,661.3,525.6,546.7,559.6,506.5,518.1,765.2,628.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H7X3,Zinc finger protein 696 OS=Homo sapiens OX=9606 GN=ZNF696 PE=1 SV=2,0.001,FALSE,4.954,3,1,2,1,374,40.5,8.92,5.22,1,0,0,41.7,22.5,21.6,15.9,22.4,22,24.2,24.9,14.5,16.1,18.5,17.9,18.3,18.1,14.8,17,18.3,18.4,18,11.4,16.1,15.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BQ48,"39S ribosomal protein L34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL34 PE=1 SV=1",0.001,FALSE,4.926,24,2,2,2,92,10.2,12.25,5.91,2,0,0,429,490.3,511.9,486.8,548.4,455.8,501,486.7,463.7,413.4,415,183.5,398.5,427.7,453.7,416.1,378.3,380.6,351.1,364.2,413.4,354.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9HAP2,MLX-interacting protein OS=Homo sapiens OX=9606 GN=MLXIP PE=1 SV=2,0.001,FALSE,4.913,1,1,2,1,919,101.1,8.35,7.68,1,0,0,114.7,114.3,121.2,104.3,118.4,117,115.5,118.2,111.1,233.3,230.8,49.1,92.9,101.3,97.2,89.8,97.1,87.7,85.3,87.2,233.3,196.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96SZ6,Mitochondrial tRNA methylthiotransferase CDK5RAP1 OS=Homo sapiens OX=9606 GN=CDK5RAP1 PE=1 SV=2,0.001,FALSE,4.911,4,2,2,2,601,67.6,8.21,5.45,2,0,0,43.7,44.1,33.6,37.4,38.1,35.2,33.7,32.9,33.2,93.9,95.9,18.7,35.8,28.1,34.9,28.9,29.2,25.6,23.8,26.1,93.9,81.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96S55,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,0.001,FALSE,4.909,3,3,3,3,665,72.1,6.1,4.02,3,0,0,85.9,66.8,61.5,71.9,67.9,72.3,65.2,48.5,68.9,281.7,280,36.7,54.3,51.4,67,51.5,60,49.5,35,54.1,281.7,238.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13503,Mediator of RNA polymerase II transcription subunit 21 OS=Homo sapiens OX=9606 GN=MED21 PE=1 SV=1,0.001,FALSE,4.904,13,1,1,1,144,15.6,4.45,2.75,1,0,0,28,35.1,36.6,34.1,38.2,31.2,35.2,35.9,42.9,39.1,38.2,12,28.5,30.5,31.8,29,25.9,26.8,25.9,33.7,39.1,32.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,A7E2Y1,Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4,0.001,FALSE,4.891,1,2,3,1,1983,225.7,6.09,6.51,2,0,0,76,111.3,98.4,105.6,117.2,104.9,106.7,157.4,120,293.6,243.5,32.5,90.5,82.2,98.4,88.9,87,81.1,113.5,94.2,293.6,207.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4,0.001,FALSE,4.887,15,2,2,2,128,15.1,9.98,2.14,2,0,0,169.5,183.6,201.6,203.3,176.4,208.4,196.2,156.2,183.6,616.4,570.1,72.5,149.3,168.4,189.4,133.8,172.9,149.1,112.7,144.2,616.4,486.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q2TAZ0,Autophagy-related protein 2 homolog A OS=Homo sapiens OX=9606 GN=ATG2A PE=1 SV=3,0.001,FALSE,4.884,1,2,2,2,1938,212.7,5.88,2.89,2,0,0,189.3,141.5,154.8,168.1,145.2,147.8,137.4,149.8,168.9,237.1,236,81,115,129.3,156.7,110.2,122.6,104.4,108.1,132.7,237.1,201.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96L92,Sorting nexin-27 OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=2,0.001,FALSE,4.878,2,1,1,1,541,61.2,6.49,3.55,1,0,0,187.3,162.2,116.7,143,144.3,136.1,124.6,129.5,146,512.5,523.7,80.1,131.9,97.5,133.3,109.5,113,94.7,93.4,114.7,512.5,446.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P42858,Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2,0.001,FALSE,4.875,1,3,3,3,3142,347.4,6.2,1.83,3,0,0,242.9,166,145.1,146.6,174.4,172.1,153.2,173.9,175.1,281.6,294,103.9,134.9,121.2,136.7,132.3,142.8,116.4,125.4,137.5,281.6,250.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75177,Calcium-responsive transactivator OS=Homo sapiens OX=9606 GN=SS18L1 PE=1 SV=2,0.001,FALSE,4.874,3,1,1,1,396,43,6.44,4.07,1,0,0,97.4,73.3,73.4,80.3,61.5,87.3,63.1,72.6,91.1,51.4,59.4,41.7,59.6,61.3,74.8,46.6,72.4,47.9,52.4,71.6,51.4,50.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q15648,Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4,0.001,FALSE,4.859,1,1,1,1,1581,168.4,8.73,2.5,1,0,0,67.4,61.1,53.3,58.9,47.7,75.7,73.2,68.4,67,57.5,59.8,28.8,49.6,44.5,54.9,36.2,62.8,55.6,49.4,52.6,57.5,51,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P0C7M7,"Acyl-coenzyme A synthetase ACSM4, mitochondrial OS=Homo sapiens OX=9606 GN=ACSM4 PE=2 SV=1",0.001,FALSE,4.859,2,1,1,1,580,65.7,8.59,2.3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43422,52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens OX=9606 GN=THAP12 PE=1 SV=2,0.001,FALSE,4.857,4,3,3,3,761,87.6,5.86,2.46,3,0,0,278.7,211.1,200.3,229.8,225.5,213.3,208.1,205.3,219.5,457.3,459.2,119.2,171.6,167.3,214.2,171.1,177,158.1,148.1,172.4,457.3,391.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial OS=Homo sapiens OX=9606 GN=TMLHE PE=1 SV=1",0.001,FALSE,4.85,2,1,1,1,421,49.5,7.72,3.46,1,0,0,114.6,134.1,138.3,135.1,122.4,137.7,135.7,125.7,131,223.5,216,49,109,115.6,125.9,92.9,114.3,103.1,90.7,102.9,223.5,184.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y2V7,Conserved oligomeric Golgi complex subunit 6 OS=Homo sapiens OX=9606 GN=COG6 PE=1 SV=2,0.001,FALSE,4.844,3,2,2,2,657,73.2,5.76,2.7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P98175,RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,0.001,FALSE,4.843,3,2,2,2,930,103.5,5.97,3.17,2,0,0,261.7,229.6,232.6,206.1,248.3,212.3,237.2,225.6,228.3,216.6,238.6,112,186.6,194.4,192,188.4,176.2,180.2,162.7,179.3,216.6,203.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q5SXM8,DNL-type zinc finger protein OS=Homo sapiens OX=9606 GN=DNLZ PE=1 SV=1,0.001,FALSE,4.836,7,1,2,1,178,19.2,9.8,3.69,1,0,0,43.2,52.1,52,43.8,50.7,52.3,46.5,50.5,50.5,53.6,57.5,18.5,42.3,43.4,40.8,38.5,43.4,35.4,36.4,39.7,53.6,49.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P15121,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,0.001,FALSE,4.827,3,1,2,1,316,35.8,6.98,6.14,1,0,0,278,426.6,383.8,386.4,463.4,420.9,425.7,282.3,164.1,1296.5,952.3,118.9,346.7,320.7,360.2,351.6,349.3,323.5,203.7,128.9,1296.5,812.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O96007,Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1,0.001,FALSE,4.816,5,1,1,1,188,20.9,5.44,3.54,1,0,0,223.8,293.3,316.9,307,292.8,324.4,328.2,337.6,296.3,193.3,187.5,95.7,238.4,264.8,286.1,222.1,269.2,249.4,243.5,232.7,193.3,160,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P54277,PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1,0.001,FALSE,4.814,2,2,2,2,932,105.8,6.67,3.02,2,0,0,992.2,747.9,815.3,763.5,854.9,869.1,900.2,816.6,875,1013,943.6,424.5,607.9,681.2,711.5,648.6,721.3,684,589,687.2,1013,805.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,0.001,FALSE,4.781,19,2,4,2,86,9.7,4.67,10.22,2,0,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,1
